GeoUID,Region Name,OfficialLanguage,AboriginalLanguages,NonAboriginalLanguages
59152264,Delta,420,0,90
59153794,Richmond,880,0,115
59152258,Delta,395,0,55
59152259,Delta,1685,0,840
59153490,Vancouver,755,0,320
59152260,Delta,390,0,15
59153416,Port Moody,865,0,255
59152265,Delta,545,0,175
59153417,Coquitlam,265,0,325
59152267,Delta,365,0,55
59152268,Delta,505,0,125
59153418,Coquitlam,260,0,250
59153415,Port Moody,315,0,105
59153419,Surrey,485,0,400
59153491,Vancouver,810,0,150
59153420,Surrey,375,0,295
59153430,Surrey,205,0,245
59153422,Surrey,195,0,210
59153431,Surrey,330,0,370
59153423,Surrey,460,0,330
59153432,Langley,345,0,25
59153424,Surrey,490,0,340
59153433,Langley,780,0,20
59153426,Surrey,225,0,505
59152269,Delta,400,0,60
59153429,Surrey,605,0,680
59152479,Maple Ridge,650,0,70
59153599,Port Moody,2270,0,775
59153600,Port Moody,345,0,85
59152478,Maple Ridge,390,0,10
59153601,Port Moody,415,0,30
59152482,Maple Ridge,225,0,15
59153780,Langley,450,0,25
59153485,Richmond,265,0,425
59153602,Richmond,750,0,30
59153489,Richmond,35,0,0
59153486,Richmond,745,0,1175
59153781,Langley,410,0,10
59153782,Langley,415,0,20
59152480,Maple Ridge,1175,0,65
59153493,Burnaby,105,0,270
59152481,Maple Ridge,445,0,25
59153487,Richmond,120,0,105
59153629,Richmond,375,0,270
59153628,Richmond,260,0,205
59153631,Richmond,350,0,325
59153630,Richmond,210,0,165
59153632,Richmond,1195,0,745
59153633,Burnaby,425,0,260
59153879,Richmond,190,0,115
59153499,Vancouver,515,0,480
59153634,Burnaby,395,0,135
59153881,West Vancouver,185,0,240
59153635,Burnaby,260,0,120
59153636,Burnaby,375,0,155
59153495,Burnaby,275,0,515
59153496,Burnaby,135,0,410
59153639,Burnaby,270,0,265
59153497,Burnaby,210,0,255
59153877,Langley,425,0,15
59153498,Vancouver,335,0,285
59153878,Richmond,170,0,195
59153562,Vancouver,275,0,100
59153695,Burnaby,1840,0,1345
59153563,Surrey,325,0,85
59153565,Surrey,3665,0,700
59153567,Lions Bay,850,0,60
59153566,Port Coquitlam,500,0,90
59153568,Lions Bay,375,0,25
59151567,Coquitlam,325,0,145
59153570,North Vancouver,1070,0,145
59153463,West Vancouver,35,0,10
59153464,Vancouver,1310,0,265
59153474,Vancouver,570,0,255
59153457,Delta,1930,0,385
59153459,Langley,530,0,70
59153476,Vancouver,445,0,210
59153461,West Vancouver,1460,0,235
59153456,Delta,565,0,195
59153466,Vancouver,420,0,145
59153467,Vancouver,740,0,160
59153469,Vancouver,645,0,315
59153470,Vancouver,570,0,180
59153471,Vancouver,970,0,270
59153472,Vancouver,355,0,70
59153473,Vancouver,325,0,120
59153748,Maple Ridge,525,0,10
59153573,North Vancouver,415,0,40
59153574,Seymour Creek 2,115,0,0
59153795,Richmond,595,0,145
59153800,Vancouver,180,0,190
59153796,Richmond,530,0,230
59153801,Vancouver,160,0,165
59153797,Richmond,1050,0,175
59153798,Richmond,950,0,120
59153805,Vancouver,280,0,330
59153799,Vancouver,140,0,115
59153806,Vancouver,240,0,250
59153807,Vancouver,175,0,160
59153546,Langley,360,0,15
59153557,Surrey,715,0,390
59153558,Surrey,690,0,320
59153660,New Westminster,930,0,150
59153542,Langley,830,0,45
59153541,Langley,810,0,160
59153540,Vancouver,425,0,120
59153543,Langley,230,0,40
59153552,Vancouver,650,0,220
59153545,Langley,455,0,45
59153547,Langley,1180,0,50
59153553,Vancouver,370,0,150
59153548,Coquitlam,1435,0,790
59153554,Pitt Meadows,1455,0,105
59153549,Coquitlam,40,0,50
59153555,Burnaby,530,0,835
59153551,Richmond,1230,0,1205
59153556,Burnaby,355,0,420
59153737,Surrey,580,0,370
59151580,Coquitlam,735,0,120
59151581,Coquitlam,435,0,70
59153738,Surrey,620,0,585
59151583,Coquitlam,430,0,90
59151585,Coquitlam,470,0,120
59153810,Vancouver,130,0,170
59152494,Langley,465,0,5
59151579,Coquitlam,605,0,195
59152495,Langley,410,0,5
59152491,Langley,540,0,75
59152483,Maple Ridge,770,0,60
59152492,Langley,335,0,15
59153917,Surrey,615,0,305
59151568,Coquitlam,445,0,195
59152496,Langley,620,0,0
59153918,Surrey,340,0,120
59153661,New Westminster,415,0,110
59153786,Langley,475,0,45
59153663,Bowen Island,845,0,10
59153665,Bowen Island,1085,0,20
59151561,Coquitlam,395,0,165
59153788,Langley,485,0,70
59153783,Langley,415,0,25
59151562,Coquitlam,290,0,135
59151566,Coquitlam,815,0,495
59153784,Langley,540,0,15
59151563,Coquitlam,255,0,250
59151564,Coquitlam,355,0,195
59151565,Coquitlam,420,0,420
59153785,Langley,370,0,75
59153993,Maple Ridge,525,0,55
59153973,White Rock,530,0,65
59153995,Vancouver,120,0,60
59153974,Maple Ridge,735,0,65
59153994,Vancouver,370,0,190
59153996,Vancouver,540,0,185
59154033,Greater Vancouver A,1060,0,1005
59153982,Maple Ridge,1630,0,145
59154034,Greater Vancouver A,385,0,595
59154035,Greater Vancouver A,245,0,255
59154044,Coquitlam,415,0,95
59154046,Coquitlam,390,0,120
59154045,Coquitlam,400,0,75
59154048,Coquitlam,430,0,200
59153978,Maple Ridge,720,0,65
59153989,Vancouver,385,0,90
59153985,Port Coquitlam,370,0,80
59153986,Vancouver,900,0,280
59153987,Vancouver,855,0,385
59153983,Maple Ridge,1220,0,90
59153975,Maple Ridge,640,0,60
59153977,Maple Ridge,575,0,35
59153979,Maple Ridge,695,0,55
59153976,Maple Ridge,1660,0,125
59153980,Greater Vancouver A,885,0,810
59153984,Port Coquitlam,2220,0,470
59153981,Greater Vancouver A,875,0,540
59153997,Vancouver,460,0,425
59153998,Maple Ridge,860,0,95
59153990,Vancouver,565,0,105
59153999,Maple Ridge,1875,0,90
59153992,Maple Ridge,770,0,45
59154049,Coquitlam,480,0,205
59154000,Vancouver,1235,0,325
59154001,Vancouver,3345,0,975
59154038,Coquitlam,760,0,95
59154002,Vancouver,960,0,215
59154039,Coquitlam,505,0,60
59154036,Greater Vancouver A,610,0,540
59154041,Coquitlam,390,0,55
59154042,Coquitlam,315,0,155
59154053,Capilano 5,245,0,190
59154050,Coquitlam,480,0,135
59154052,Port Moody,875,0,170
59154054,Capilano 5,260,0,305
59154055,Matsqui 4,380,0,0
59154019,Coquitlam,920,0,675
59154056,Matsqui 4,85,0,0
59154020,Surrey,2945,0,360
59154004,Port Moody,1375,0,415
59154005,Port Moody,305,0,35
59154030,Burnaby,460,0,150
59154023,Surrey,210,0,50
59154024,Surrey,2495,0,990
59154032,Burnaby,1625,0,915
59154025,Surrey,605,0,255
59154027,Vancouver,1020,0,300
59154007,Port Moody,765,0,80
59154029,Burnaby,355,0,105
59154031,Burnaby,710,0,410
59154008,Surrey,350,0,130
59154009,Surrey,355,0,75
59154014,Capilano 5,365,5,300
59154010,Surrey,520,0,130
59154006,Port Moody,615,0,80
59154011,Surrey,325,0,55
59154012,Musqueam 2,475,0,100
59154015,Capilano 5,1065,0,5
59154013,Musqueam 2,365,0,20
59154016,Tsawwassen,390,0,15
59154017,Tsawwassen,365,0,30
59154018,Coquitlam,370,0,385
